fullName,organizations,location,status,typeOfDeath,startDisplay,mtpage,type,motiveConfirmed,charges
Aleksei Sidorov,Tolyatinskoye Obozreniye,Russia,Killed,Murder,"October 9, 2003",https://cpj.org/data/people/aleksei-sidorov/,Journalist,Confirmed,
Alessandro Otta,RAI-TV,Bosnia,Killed,Crossfire,"January 28, 1994",https://cpj.org/data/people/alessandro-otta/,Journalist,Confirmed,
Alexander Klimchuk,Caucasus Images,Georgia,Killed,Crossfire,"August 10, 2008",https://cpj.org/data/people/alexander-klimchuk/,Journalist,Confirmed,
Alexandra Tuttle,The Wall Street Journal,Georgia,Killed,Crossfire,"September 22, 1993",https://cpj.org/data/people/alexandra-tuttle/,Journalist,Confirmed,
Alexis Bandyatuyaga,National Radio and Television of Burundi,Burundi,Killed,Murder,"September 14, 1994",https://cpj.org/data/people/alexis-bandyatuyaga/,Journalist,Confirmed,
Alfonso Margarito Martínez Esquivel,Freelance,Mexico,Killed,Murder,"January 17, 2022",https://cpj.org/data/people/alfonso-margarito-martinez-esquivel/,Journalist,Confirmed,
Alfredo Abad López,La Voz de la Selva,Colombia,Killed,Murder,"December 13, 2000",https://cpj.org/data/people/alfredo-abad-lopez/,Journalist,Confirmed,
Alfredo Antonio Hurtado Núñez,Canal 33,El Salvador,Killed,Murder,"April 25, 2011",https://cpj.org/data/people/alfredo-antonio-hurtado-nunez/,Journalist,Confirmed,
Alfredo Cardoso Echeverría,Las Dos Costas,Mexico,Killed,Murder,"October 31, 2021",https://cpj.org/data/people/alfredo-cardoso-echeverria/,Journalist,Confirmed,
Alfrets Mirulewan,Pelangi Weekly,Indonesia,Killed,Murder,"December 17, 2010",https://cpj.org/data/people/alfrets-mirulewan/,Journalist,Confirmed,
AlHassan Hamad,"Freelance, Al Jazeera, Media Town TV",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 6, 2024",https://cpj.org/data/people/alhassan-hamad/,Journalist,Confirmed,
Ali Abbas,SANA,Syria,Killed,Murder,"August 11, 2012",https://cpj.org/data/people/ali-abbas/,Journalist,Confirmed,
Ali Abboud,Radio Chaine 1,Algeria,Killed,Murder,"January 7, 1995",https://cpj.org/data/people/ali-abboud/,Journalist,Confirmed,
Ali Abdel Aziz,Al-Arabiya,Iraq,Killed,Crossfire,"March 18, 2004",https://cpj.org/data/people/ali-abdel-aziz/,Journalist,Confirmed,
Ali Ahmed Abdi,Freelance,Somalia,Killed,Murder,"March 4, 2012",https://cpj.org/data/people/ali-ahmed-abdi/,Journalist,Confirmed,
Ali al-Khatib,Al-Arabiya,Iraq,Killed,Crossfire,"March 19, 2004",https://cpj.org/data/people/ali-al-khatib/,Journalist,Confirmed,
Ali Boukerbache,Media-TV,Algeria,Killed,Murder,"March 21, 1995",https://cpj.org/data/people/ali-boukerbache/,Journalist,Confirmed,
Ali Hassan al-Jaber,Al-Jazeera,Libya,Killed,Crossfire,"March 13, 2011",https://cpj.org/data/people/ali-hassan-al-jaber/,Journalist,Confirmed,
Ali Ibrahim Issa,Al-Hurriya,Iraq,Killed,Crossfire,"April 14, 2005",https://cpj.org/data/people/ali-ibrahim-issa/,Journalist,Confirmed,
Ali Jaafar,Al-Iraqiya,Iraq,Killed,Murder,"May 31, 2006",https://cpj.org/data/people/ali-jaafar/,Journalist,Confirmed,
Ali Mahmoud Othman,Freelance,Syria,Killed,Unknown,"December 30, 2013",https://cpj.org/data/people/ali-mahmoud-othman/,Journalist,Confirmed,
Ali Mahmud,Al-Ghadeer TV,Iraq,Killed,Crossfire,"July 13, 2016",https://cpj.org/data/people/ali-mahmud/,Journalist,Confirmed,
Ali Mustafa,Freelance,Syria,Killed,Crossfire,"March 9, 2014",https://cpj.org/data/people/ali-mustafa/,Journalist,Confirmed,
Ali Nur Siad,Voice of America,Somalia,Killed,Dangerous Assignment,"October 14, 2017",https://cpj.org/data/people/ali-nur-siad/,Journalist,Confirmed,
Ali Risan,Al-Sumaria TV,Iraq,Killed,Crossfire,"October 22, 2016",https://cpj.org/data/people/ali-risan/,Journalist,Confirmed,
Ali Saleemi,Mashal TV,Afghanistan,Killed,Murder,"April 30, 2018",https://cpj.org/data/people/ali-saleemi/,Journalist,Confirmed,
Ali Shaaban,Al-Jadeed,Lebanon,Killed,Crossfire,"April 9, 2012",https://cpj.org/data/people/ali-shaaban/,Journalist,Confirmed,
Ali Sharmarke,HornAfrik,Somalia,Killed,Murder,"August 11, 2007",https://cpj.org/data/people/ali-sharmarke/,Journalist,Confirmed,
Alisher Saipov,Siyosat,Kyrgyzstan,Killed,Murder,"October 24, 2007",https://cpj.org/data/people/alisher-saipov/,Journalist,Confirmed,
Alison Parker,WDBJ7,USA,Killed,Dangerous Assignment,"August 26, 2015",https://cpj.org/data/people/alison-parker/,Journalist,Confirmed,
Allah Noor,Khyber TV,Pakistan,Killed,Murder,"February 7, 2005",https://cpj.org/data/people/allah-noor/,Journalist,Confirmed,
Allaoua Ait M'barak,Le Soir d'Algérie,Algeria,Killed,Murder,"February 11, 1996",https://cpj.org/data/people/allaoua-ait-mbarak/,Journalist,Confirmed,
Almigdad Mojalli,Freelance,Yemen,Killed,Crossfire,"January 17, 2016",https://cpj.org/data/people/almigdad-mojalli/,Journalist,Confirmed,
Aloys Nyimbuzi,L'Observateur,Rwanda,Killed,Murder,"April 7, 1994",https://cpj.org/data/people/aloys-nyimbuzi/,Journalist,Confirmed,
Alpha Amadu Bah,Independent Observer,Sierra Leone,Killed,Murder,"January 17, 1999",https://cpj.org/data/people/alpha-amadu-bah/,Journalist,Confirmed,
Altaf Ahmed Faktoo,Doordarshan TV,India,Killed,Murder,"January 1, 1997",https://cpj.org/data/people/altaf-ahmed-faktoo/,Journalist,Confirmed,
Alwan al-Ghorabi,Afaq,Iraq,Killed,Dangerous Assignment,"June 21, 2011",https://cpj.org/data/people/alwan-al-ghorabi/,Journalist,Confirmed,
Amado Ramírez Dillanes,Televisa and Radiorama,Mexico,Killed,Murder,"April 6, 2007",https://cpj.org/data/people/amado-ramirez-dillanes/,Journalist,Confirmed,
Amal Zohud,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"November 18, 2023",https://cpj.org/data/people/amal-zohud/,Journalist,Confirmed,
Amer Diab,Freelance,Syria,Killed,Crossfire,"March 29, 2013",https://cpj.org/data/people/amer-diab/,Journalist,Confirmed,
Amer Malallah al-Rashidi,Al-Mosuliya,Iraq,Killed,Murder,"September 3, 2007",https://cpj.org/data/people/amer-malallah-al-rashidi/,Journalist,Confirmed,
Ameur Ouagueni,Le Matin,Algeria,Killed,Murder,"August 20, 1995",https://cpj.org/data/people/ameur-ouagueni/,Journalist,Confirmed,
Amir Nowab,Associated Press Television News and Frontier Post,Pakistan,Killed,Murder,"February 7, 2005",https://cpj.org/data/people/amir-nowab/,Journalist,Confirmed,
Amjad Anas Aktalati,Freelance,Syria,Killed,Crossfire,"February 4, 2020",https://cpj.org/data/people/amjad-anas-aktalati/,Journalist,Confirmed,
Amjad Hameed,Al-Iraqiya,Iraq,Killed,Murder,"March 11, 2006",https://cpj.org/data/people/amjad-hameed/,Journalist,Confirmed,
Amjad Hassan Bakir,Saraqib al-Hadath,Syria,Killed,Crossfire,"June 18, 2019",https://cpj.org/data/people/amjad-hassan-bakir/,Journalist,Confirmed,
Amjad Juhjouh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"July 6, 2024",https://cpj.org/data/people/amjad-juhjouh/,Journalist,Confirmed,
Ammar al-Shami,Qasioun News,Syria,Killed,Crossfire,"May 31, 2015",https://cpj.org/data/people/ammar-al-shami/,Journalist,Confirmed,
Ammar Mohamed Suhail Zado,Shaam News Network,Syria,Killed,Crossfire,"May 27, 2012",https://cpj.org/data/people/ammar-mohamed-suhail-zado/,Journalist,Confirmed,
Amparo Leonor Jiménez Pallares,"""QAP"" and ""En Vivo""",Colombia,Killed,Murder,"August 11, 1998",https://cpj.org/data/people/amparo-leonor-jimenez-pallares/,Journalist,Confirmed,
Amr Abu Odeh,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"October 31, 2024",https://cpj.org/data/people/amr-abu-odeh/,Journalist,Confirmed,
Amr Badir al-Deen Junaid,Qaboun Media Center,Syria,Killed,Crossfire,"March 10, 2013",https://cpj.org/data/people/amr-badir-al-deen-junaid/,Journalist,Confirmed,
Anak Agung Prabangsa,Radar Bali,Indonesia,Killed,Murder,"February 11, 2009",https://cpj.org/data/people/anak-agung-prabangsa/,Journalist,Confirmed,
Ananta Bijoy Das,Freelance,Bangladesh,Killed,Murder,"May 12, 2015",https://cpj.org/data/people/ananta-bijoy-das/,Journalist,Confirmed,
Anas al-Dyab,Freelance,Syria,Killed,Crossfire,"July 21, 2019",https://cpj.org/data/people/anas-al-dyab/,Journalist,Confirmed,
Anas al-Tarsha,Freelance,Syria,Killed,Crossfire,"February 24, 2012",https://cpj.org/data/people/anas-al-tarsha/,Journalist,Confirmed,
Anas Alkharboutli,dpa,Syria,Killed,Dangerous Assignment,"December 4, 2024",https://cpj.org/data/people/anas-alkharboutli/,Journalist,Confirmed,
Anastase Seruvumba,Imbaga,Rwanda,Killed,Murder,"April 29, 1994",https://cpj.org/data/people/anastase-seruvumba/,Journalist,Confirmed,
Anastasiya Baburova,Novaya Gazeta,Russia,Killed,Murder,"January 19, 2009",https://cpj.org/data/people/anastasiya-baburova/,Journalist,Confirmed,
Anatoly Klyan,Pervy Kanal,Ukraine,Killed,Dangerous Assignment,"June 30, 2014",https://cpj.org/data/people/anatoly-klyan/,Journalist,Confirmed,
Anatoly Levin-Utkin,Yuridichesky Peterburg Segodnya,Russia,Killed,Murder,"August 24, 1998",https://cpj.org/data/people/anatoly-levin-utkin/,Journalist,Confirmed,
Ando Ratovonirina,Radio Télévision Analamanga,Madagascar,Killed,Dangerous Assignment,"February 7, 2009",https://cpj.org/data/people/ando-ratovonirina/,Journalist,Confirmed,
André Kameya,Rwanda Rushya,Rwanda,Killed,Murder,"April 1, 1994",https://cpj.org/data/people/andre-kameya/,Journalist,Confirmed,
Andrea Rocchelli,Cesura photo agency,Ukraine,Killed,Crossfire,"May 24, 2014",https://cpj.org/data/people/andrea-rocchelli/,Journalist,Confirmed,
Andrei Soloviev,ITAR-TASS,Georgia,Killed,Crossfire,"September 27, 1993",https://cpj.org/data/people/andrei-soloviev/,Journalist,Confirmed,
Andrei Stenin,Rossiya Segodnya,Ukraine,Killed,Crossfire,"August 6, 2014",https://cpj.org/data/people/andrei-stenin/,Journalist,Confirmed,
Andres Teodoro,Central Mindanao Inquirer,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/andres-teodoro/,Journalist,Confirmed,
Angam Ahmad Edwan,February,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"February 12, 2024",https://cpj.org/data/people/angam-ahmad-edwan/,Journalist,Confirmed,
Ángel Eduardo Gahona,El Meridiano,Nicaragua,Killed,Dangerous Assignment,"April 21, 2018",https://cpj.org/data/people/angel-eduardo-gahona/,Journalist,Confirmed,
Anil Mazumdar,Aji,India,Killed,Murder,"March 24, 2009",https://cpj.org/data/people/anil-mazumdar/,Journalist,Confirmed,
Anja Niedringhaus,The Associated Press,Afghanistan,Killed,Dangerous Assignment,"April 4, 2014",https://cpj.org/data/people/anja-niedringhaus/,Journalist,Confirmed,
Anna Politkovskaya,Novaya Gazeta,Russia,Killed,Murder,"October 7, 2006",https://cpj.org/data/people/anna-politkovskaya/,Journalist,Confirmed,
Anthony Macharia,Reuters,Somalia,Killed,Murder,"July 12, 1993",https://cpj.org/data/people/anthony-macharia/,Journalist,Confirmed,
Antoine Massé,Le Courrier d'Abidjan,Ivory Coast,Killed,Dangerous Assignment,"November 7, 2004",https://cpj.org/data/people/antoine-masse/,Journalist,Confirmed,
Anton Hammerl,Freelance,Libya,Killed,Crossfire,"April 5, 2011",https://cpj.org/data/people/anton-hammerl/,Journalist,Confirmed,
Antonio Casemero,Televisao Popular de Angola,Angola,Killed,Murder,"October 30, 1996",https://cpj.org/data/people/antonio-casemero/,Journalist,Confirmed,
Antonio de la Torre Echeandía,Radio Órbita,Peru,Killed,Murder,"February 14, 2004",https://cpj.org/data/people/antonio-de-la-torre-echeandia/,Journalist,Confirmed,
Anura Priyantha,Independent Television Network,Sri Lanka,Killed,Dangerous Assignment,"December 18, 1999",https://cpj.org/data/people/anura-priyantha/,Journalist,Confirmed,
Anwar Jan Khetran,Naveed-e-Pakistan,Pakistan,Killed,Murder,"July 23, 2020",https://cpj.org/data/people/anwar-jan-khetran/,Journalist,Confirmed,
"Apolinario ""Polly"" Pobeda",DWTI Radio,Philippines,Killed,Murder,"May 17, 2003",https://cpj.org/data/people/apolinario-polly-pobeda/,Journalist,Confirmed,
Ardiansyah Matra'is,Merauke TV,Indonesia,Killed,Murder,"July 30, 2010",https://cpj.org/data/people/ardiansyah-matrais/,Journalist,Confirmed,
Areej Shaheen,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"January 3, 2025",https://cpj.org/data/people/areej-shaheen/,Journalist,Confirmed,
Aref Ali Filaih,Aswat al-Iraq,Iraq,Killed,Crossfire,"June 11, 2007",https://cpj.org/data/people/aref-ali-filaih/,Journalist,Confirmed,
Aristeu Guida da Silva,A Gazeta de São Fidélis,Brazil,Killed,Murder,"May 12, 1995",https://cpj.org/data/people/aristeu-guida-da-silva/,Journalist,Confirmed,
Arkan Sharifi,Kurdistan TV,Iraq,Killed,Murder,"October 30, 2017",https://cpj.org/data/people/arkan-sharifi/,Journalist,Confirmed,
Arman Soldin,Agence France-Presse,Ukraine,Killed,Crossfire,"May 9, 2023",https://cpj.org/data/people/arman-soldin/,Journalist,Confirmed,
Armando Linares López,Monitor Michoacán,Mexico,Killed,Murder,"March 15, 2022",https://cpj.org/data/people/armando-linares-lopez/,Journalist,Confirmed,
Armando Pace,DXDS,Philippines,Killed,Murder,"July 18, 2006",https://cpj.org/data/people/armando-pace/,Journalist,Confirmed,
Armando Saldaña Morales,La Ke Buena 100.9 FM,Mexico,Killed,Murder,"May 2, 2015",https://cpj.org/data/people/armando-saldana-morales/,Journalist,Confirmed,
Arnnel Manalo,Bulgar and DZRH Radio,Philippines,Killed,Murder,"August 5, 2004",https://cpj.org/data/people/arnnel-manalo/,Journalist,Confirmed,
Artur Gilela,Radio Nacional de Angola,Angola,Killed,Crossfire,"June 16, 1994",https://cpj.org/data/people/artur-gilela/,Journalist,Confirmed,
Arturo Betia,Periodico Ini,Philippines,Killed,Murder,"November 23, 2009",https://cpj.org/data/people/arturo-betia/,Journalist,Confirmed,
Asaad Kadhim,Al-Iraqiya TV,Iraq,Killed,Crossfire,"April 19, 2004",https://cpj.org/data/people/asaad-kadhim/,Journalist,Confirmed,
Asfandyar Khan,Akhbar-e-Khyber,Pakistan,Killed,Dangerous Assignment,"June 11, 2011",https://cpj.org/data/people/asfandyar-khan/,Journalist,Confirmed,
Ashok Sodhi,Daily Excelsior,India,Killed,Dangerous Assignment,"May 11, 2008",https://cpj.org/data/people/ashok-sodhi/,Journalist,Confirmed,
Ashutosh Srivastava,Sudarshan TV,India,Killed,Murder,"May 13, 2024",https://cpj.org/data/people/ashutosh-srivastava/,Journalist,Confirmed,
Asiya Jeelani,Freelance,India,Killed,Dangerous Assignment,"April 20, 2004",https://cpj.org/data/people/asiya-jeelani/,Journalist,Confirmed,
Aslam Durrani,Daily Pakistan,Pakistan,Killed,Dangerous Assignment,"April 16, 2013",https://cpj.org/data/people/aslam-durrani/,Journalist,Confirmed,
Assaf Abu Rahal,Al-Akhbar,Lebanon,Killed,Crossfire,"August 3, 2010",https://cpj.org/data/people/assaf-abu-rahal/,Journalist,Confirmed,
Assem Kamal Moussa,Palestine Now,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"December 17, 2023",https://cpj.org/data/people/assem-kamal-moussa/,Journalist,Confirmed,
Aswan Ahmed Lutfallah,APTN,Iraq,Killed,Murder,"December 12, 2006",https://cpj.org/data/people/aswan-ahmed-lutfallah/,Journalist,Confirmed,
Atallah Bajbouj,Nabaa Media Foundation,Syria,Killed,Crossfire,"October 15, 2014",https://cpj.org/data/people/atallah-bajbouj/,Journalist,Confirmed,
Athiwat Chaiyanurat,"Matichon, Channel 7",Thailand,Killed,Murder,"August 1, 2008",https://cpj.org/data/people/athiwat-chaiyanurat/,Journalist,Confirmed,
Atilano Segundo Pérez Barrios,Radio Vigía de Todelar,Colombia,Killed,Murder,"August 22, 2006",https://cpj.org/data/people/atilano-segundo-perez-barrios/,Journalist,Confirmed,
Atwar Bahjat,Al-Arabiya,Iraq,Killed,Murder,"February 23, 2006",https://cpj.org/data/people/atwar-bahjat/,Journalist,Confirmed,
Audrey Gaid Estrada,101.3 Grace Covenant FM,Philippines,Killed,Murder,"March 17, 2022",https://cpj.org/data/people/audrey-gaid-estrada/,Journalist,Confirmed,
"Aung Kyaw Naing, ""Par Gyi""",Freelance,Myanmar,Killed,Murder,"October 4, 2014",https://cpj.org/data/people/aung-kyaw-naing-par-gyi/,Journalist,Confirmed,
Avijit Roy,Freelance,Bangladesh,Killed,Murder,"February 26, 2015",https://cpj.org/data/people/avijit-roy/,Journalist,Confirmed,
Avinash Jha,BNN News,India,Killed,Murder,"November 9, 2021",https://cpj.org/data/people/avinash-jha/,Journalist,Confirmed,
Awab al-Zubiry,Freelance,Yemen,Killed,Crossfire,"November 18, 2016",https://cpj.org/data/people/awab-al-zubiry/,Journalist,Confirmed,
Awil Dahir Salad,Universal TV,Somalia,Killed,Dangerous Assignment,"December 22, 2018",https://cpj.org/data/people/awil-dahir-salad/,Journalist,Confirmed,
Ayat Khadoura,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"November 20, 2023",https://cpj.org/data/people/ayat-khadoura/,Journalist,Confirmed,
Aye Kyaw,Freelance,Myanmar,Killed,Murder,"July 30, 2022",https://cpj.org/data/people/aye-kyaw/,Journalist,Confirmed,
Ayham Mostafa Ghazzoul,Syrian Center for Media and Freedom of Expression,Syria,Killed,Dangerous Assignment,"November 9, 2012",https://cpj.org/data/people/ayham-mostafa-ghazzoul/,Journalist,Confirmed,
Ayman Al Gedi,Al-Quds Al-Youm,Israel and the Occupied Palestinian Territory,Killed,Murder,"December 26, 2024",https://cpj.org/data/people/ayman-al-gedi/,Journalist,Confirmed,
Ayman Al-Gharbawi,Freelance,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"April 26, 2024",https://cpj.org/data/people/ayman-al-gharbawi/,Journalist,Confirmed,
Ayman Al-Rafati,Al Mayadeen,Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"February 14, 2024",https://cpj.org/data/people/ayman-al-rafati/,Journalist,Confirmed,
Ayoub Mohamed,Kurdistan TV,Iraq,Killed,Crossfire,"February 1, 2004",https://cpj.org/data/people/ayoub-mohamed/,Journalist,Confirmed,
Ayub Khattak,Karak Times,Pakistan,Killed,Murder,"October 11, 2013",https://cpj.org/data/people/ayub-khattak/,Journalist,Confirmed,
Azamat Ali Bangash,Samaa TV,Pakistan,Killed,Dangerous Assignment,"April 17, 2010",https://cpj.org/data/people/azamat-ali-bangash/,Journalist,Confirmed,
Azizullah Haidari,Reuters,Afghanistan,Killed,Murder,"November 19, 2001",https://cpj.org/data/people/azizullah-haidari/,Journalist,Confirmed,
Azzedine Saidj,El-Ouma,Algeria,Killed,Murder,"May 15, 1995",https://cpj.org/data/people/azzedine-saidj/,Journalist,Confirmed,
Bahaaddine Yassine,"Watan Media Agency, Al-Quds News Network",Israel and the Occupied Palestinian Territory,Killed,Dangerous Assignment,"May 10, 2024",https://cpj.org/data/people/bahaaddine-yassine/,Journalist,Confirmed,
Bakhti Benaouda,El-Djoumhouria,Algeria,Killed,Murder,"May 22, 1995",https://cpj.org/data/people/bakhti-benaouda/,Journalist,Confirmed,
Bala Nadarajah Iyer,Thinamurasu and Thinakaran,Sri Lanka,Killed,Murder,"August 16, 2004",https://cpj.org/data/people/bala-nadarajah-iyer/,Journalist,Confirmed,
Bardhyl Ajeti,Bota Sot,Serbia,Killed,Murder,"June 25, 2005",https://cpj.org/data/people/bardhyl-ajeti/,Journalist,Confirmed,
Barkhat Awale,Hurma Radio,Somalia,Killed,Crossfire,"August 24, 2010",https://cpj.org/data/people/barkhat-awale/,Journalist,Confirmed,
Basel Tawfiq Youssef,Syrian State TV,Syria,Killed,Crossfire,"November 21, 2012",https://cpj.org/data/people/basel-tawfiq-youssef/,Journalist,Confirmed,
Bashar al-Attar,Arbin Unified Media Office,Syria,Killed,Crossfire,"March 12, 2018",https://cpj.org/data/people/bashar-al-attar/,Journalist,Confirmed,
Bashar al-Nuaimi,Al-Mosuliya TV,Iraq,Killed,Murder,"October 24, 2013",https://cpj.org/data/people/bashar-al-nuaimi/,Journalist,Confirmed,
Bashiir Noor Gedi,Radio Shabelle,Somalia,Killed,Murder,"October 19, 2007",https://cpj.org/data/people/bashiir-noor-gedi/,Journalist,Confirmed,
Basil al-Sayed,Freelance,Syria,Killed,Dangerous Assignment,"December 27, 2011",https://cpj.org/data/people/basil-al-sayed/,Journalist,Confirmed,
Basil Nabil Ibrahim Faraj,Palestinian Media and Communication Company,Israel and the Occupied Palestinian Territory,Killed,Crossfire,"January 7, 2009",https://cpj.org/data/people/basil-nabil-ibrahim-faraj/,Journalist,Confirmed,
Bassel al-Shahade,Freelance,Syria,Killed,Crossfire,"May 28, 2012",https://cpj.org/data/people/bassel-al-shahade/,Journalist,Confirmed,
